COUNT,0,IC,PARENT_IC,ENCODE,INDEX
128,42843,6.445781821431666,33.15156091337056,33.15157091337056,1.0
123,82021,6.485627729978865,23.328679261855797,23.328689261855796,1.0
122,07070,6.493791040618026,15.019014403729528,15.019024403729528,1.0
122,27669,6.493791040618026,15.226653768507772,15.226663768507771,1.0
122,4148,6.493791040618026,14.154016966242924,14.154026966242924,1.0
122,29181,6.493791040618026,6.493791040618026,6.493801040618026,1.0
121,4210,6.502021539754542,17.799833625105823,17.799843625105822,1.0
120,99681,6.510320342569237,61.30468762453083,61.30469762453083,1.0
120,51889,6.510320342569237,30.66249862275486,30.66252862275486,3.0
119,07054,6.518688592239753,6.518688592239753,6.518698592239753,1.0
119,0417,6.518688592239753,50.51162211686916,50.511632116869166,1.0
119,99661,6.518688592239753,66.54078870521175,66.54081870521175,3.0
118,2800,6.527127460885618,12.700975566833641,12.70099556683364,2.0
117,51919,6.535638150553527,15.887540086849498,15.887550086849497,1.0
117,1120,6.535638150553527,56.35589720865624,56.35590720865624,1.0
116,29281,6.544221894244918,37.665069428058985,37.66507942805899,1.0
115,49320,6.552879956988033,13.723557657294224,13.723567657294224,1.0
114,2948,6.561613636956787,15.4615304495097,15.4615404495097,1.0
114,56210,6.561613636956787,30.653595066039664,30.653605066039663,1.0
112,1970,6.579313214056189,70.63150734802446,70.63152734802446,2.0
112,29680,6.579313214056189,15.931215150352159,15.931225150352159,1.0
110,25080,6.597331719558866,30.861717268778346,30.861727268778345,1.0
110,5121,6.597331719558866,27.401196421033376,27.401206421033375,1.0
109,042,6.6064642031221394,6.6064642031221394,6.606474203122139,1.0
107,43310,6.624983250889377,14.744741505892714,14.744751505892713,1.0
107,9975,6.624983250889377,19.609881487250895,19.609901487250895,2.0
103,5722,6.663083097121647,36.065390065882085,36.065410065882084,2.0
102,5533,6.672839272067012,35.82134339975761,35.82135339975761,1.0
102,36201,6.672839272067012,39.17998116700097,39.17999116700097,1.0
102,2536,6.672839272067012,76.58800549207007,76.58801549207007,1.0
101,43889,6.682691568510023,23.198382544116996,23.198392544116995,1.0
100,2753,6.692641899363191,24.2776307759695,24.2776407759695,1.0
99,0413,6.702692235216693,50.51162211686916,50.51164211686916,2.0
97,45981,6.7231011068479,16.41147527976508,16.41148527976508,1.0
97,3659,6.7231011068479,6.7231011068479,6.7231111068479,1.0
97,51882,6.7231011068479,30.66249862275486,30.66253862275486,4.0
96,4321,6.733463893883447,26.07099152656453,26.07100152656453,1.0
94,2867,6.754517303081279,50.566177332099656,50.566197332099655,2.0
92,43491,6.776023508302242,16.28207612442547,16.28208612442547,1.0
92,4414,6.776023508302242,52.01206974559486,52.01207974559486,1.0
92,4829,6.776023508302242,29.385846839845602,29.3858668398456,2.0
91,28800,6.786952578834433,45.45610812206941,45.45611812206941,1.0
90,56409,6.798002415021018,12.817699841141785,12.817719841141784,2.0
90,04185,6.798002415021018,52.102641443779234,52.10265144377924,1.0
88,3970,6.820475270873077,6.820475270873077,6.8204852708730765,1.0
85,99685,6.855160828860966,61.30468762453083,61.30470762453083,2.0
84,04112,6.8669952865079695,28.48087612027184,28.48089612027184,2.0
84,7140,6.8669952865079695,27.265394879874314,27.265404879874314,1.0
84,51189,6.8669952865079695,14.05393350768594,14.05394350768594,1.0
84,60001,6.8669952865079695,12.933698755004666,12.933718755004666,2.0
84,34831,6.8669952865079695,19.817902633631768,19.817922633631767,2.0
83,1976,6.8789714775546855,70.63150734802446,70.63153734802445,3.0
83,85220,6.8789714775546855,48.143510958943196,48.143530958943195,2.0
83,73390,6.8789714775546855,28.375983359589142,28.375993359589142,1.0
83,7245,6.8789714775546855,52.4359254349274,52.4359354349274,1.0
82,5761,6.8910928380870295,41.526528440916344,41.52653844091635,1.0
82,9331,6.8910928380870295,17.495757742878368,17.495767742878368,1.0
82,72888,6.8910928380870295,51.900577779554766,51.90058777955477,1.0
82,99682,6.8910928380870295,61.30468762453083,61.30471762453083,3.0
82,27541,6.8910928380870295,23.08978735357345,23.08979735357345,1.0
82,04119,6.8910928380870295,28.48087612027184,28.48090612027184,3.0
81,4011,6.903362930678844,19.869936394547043,19.869956394547042,2.0
81,42821,6.903362930678844,25.801870846498865,25.801900846498864,3.0
81,4260,6.903362930678844,64.9476211158385,64.9476311158385,1.0
80,34839,6.915785450677401,19.817902633631768,19.817932633631766,3.0
80,3481,6.915785450677401,51.7958105524887,51.7958305524887,2.0
80,4928,6.915785450677401,16.016372958692465,16.016382958692464,1.0
80,58381,6.915785450677401,16.016372958692465,16.016382958692464,1.0
79,99702,6.928364232884261,36.3909836900948,36.3909936900948,1.0
79,2866,6.928364232884261,50.566177332099656,50.56620733209966,3.0
79,99672,6.928364232884261,75.4458856001808,75.44590560018081,2.0
79,3569,6.928364232884261,39.43550612781822,39.435516127818225,1.0
78,42831,6.941103258661691,25.538424916160636,25.538454916160635,3.0
78,45621,6.941103258661691,15.243183070458983,15.243193070458982,1.0
77,42741,6.954006663497599,6.954006663497599,6.954016663497598,1.0
77,5184,6.954006663497599,40.47933381252037,40.47935381252037,2.0
76,3383,6.967078745064952,15.625833500800976,15.625843500800976,1.0
76,3320,6.967078745064952,18.264890830416235,18.264900830416234,1.0
76,34690,6.967078745064952,6.967078745064952,6.9670887450649515,1.0
76,30500,6.967078745064952,32.830430906851234,32.83044090685124,1.0
76,515,6.967078745064952,14.83090362593109,14.830913625931089,1.0
75,5762,6.980323971814973,41.526528440916344,41.52654844091634,2.0
75,28522,6.980323971814973,18.533602472744775,18.533632472744774,3.0
75,7100,6.980323971814973,46.79629390553594,46.79630390553594,1.0
74,25541,6.993746992147113,18.291559077498395,18.291569077498394,1.0
74,73313,6.993746992147113,47.6632067565032,47.6632167565032,1.0
74,42830,6.993746992147113,25.538424916160636,25.538464916160635,4.0
74,99659,6.993746992147113,60.997900769115525,60.99791076911553,1.0
74,7242,6.993746992147113,52.4359254349274,52.4359454349274,2.0
74,48242,6.993746992147113,33.701796232620545,33.701816232620544,2.0
73,30391,7.007352644202892,31.339087679165594,31.339097679165594,1.0
73,19889,7.007352644202892,26.712605057009295,26.712615057009295,1.0
73,29410,7.007352644202892,16.918870368434284,16.918880368434284,1.0
72,1122,7.021145966335228,56.35589720865624,56.35591720865624,2.0
72,1623,7.021145966335228,60.51275199979024,60.51276199979024,1.0
72,44020,7.021145966335228,49.775376746409506,49.77538674640951,1.0
71,4588,7.035132208309967,31.206243140901798,31.206263140901797,2.0
71,9654,7.035132208309967,24.725481600574106,24.725491600574106,1.0
70,20280,7.0493168433019235,45.72585249383452,45.725862493834526,1.0
70,5680,7.0493168433019235,7.0493168433019235,7.049326843301923,1.0
69,4239,7.063705580754023,51.82080140281109,51.820811402811096,1.0
69,03812,7.063705580754023,29.26042922288208,29.26044922288208,2.0
69,5724,7.063705580754023,36.065390065882085,36.06542006588209,3.0
69,57420,7.063705580754023,7.063705580754023,7.063715580754023,1.0
68,44024,7.078304380175176,49.775376746409506,49.775396746409506,2.0
68,34290,7.078304380175176,24.14449946336632,24.14450946336632,1.0
68,28803,7.078304380175176,45.45610812206941,45.45612812206941,2.0
68,1628,7.078304380175176,60.51275199979024,60.51277199979024,2.0
68,99673,7.078304380175176,75.4458856001808,75.4459156001808,3.0
67,4111,7.093119465960317,17.697784370751656,17.697794370751655,1.0
66,3484,7.108157343324858,51.7958105524887,51.795840552488706,3.0
66,42781,7.108157343324858,12.404554550714991,12.40457455071499,2.0
66,85201,7.108157343324858,52.859517596706596,52.8595275967066,1.0
65,04149,7.123424815455646,7.123424815455646,7.123434815455646,1.0
65,6822,7.123424815455646,87.85145346188484,87.85147346188485,2.0
65,430,7.123424815455646,12.948966227135454,12.948986227135453,2.0
65,56081,7.123424815455646,14.326892338584829,14.326902338584828,1.0
64,8670,7.138929001991611,29.734553172694177,29.734563172694177,1.0
64,5768,7.138929001991611,41.526528440916344,41.52655844091635,3.0
63,41041,7.15467735895975,7.15467735895975,7.15468735895975,1.0
63,99749,7.15467735895975,7.15467735895975,7.15468735895975,1.0
63,70705,7.15467735895975,76.06805254672032,76.06807254672033,2.0
63,53550,7.15467735895975,15.018502239825887,15.018512239825887,1.0
62,5780,7.170677700306191,19.325590220852106,19.325620220852105,3.0
62,59971,7.170677700306191,23.42066551018016,23.42067551018016,1.0
62,07044,7.170677700306191,15.377447332299159,15.377457332299159,1.0
62,49322,7.170677700306191,13.723557657294224,13.723577657294223,2.0
61,56881,7.1869382211779715,26.11900074575089,26.119010745750888,1.0
61,51181,7.1869382211779715,14.05393350768594,14.05395350768594,2.0
61,45341,7.1869382211779715,23.63409409596289,23.63410409596289,1.0
61,56723,7.1869382211779715,30.426981410317136,30.426991410317136,1.0
61,3310,7.1869382211779715,43.544723841863174,43.54473384186318,1.0
60,56212,7.2034675231291825,30.653595066039664,30.653615066039663,2.0
60,56089,7.2034675231291825,14.326892338584829,14.326912338584828,2.0
60,56983,7.2034675231291825,61.058647722983196,61.0586577229832,1.0
60,03843,7.2034675231291825,37.027939026991305,37.02796902699131,3.0
60,43820,7.2034675231291825,26.803359420277758,26.803369420277757,1.0
60,27542,7.2034675231291825,23.08978735357345,23.08980735357345,2.0
59,99667,7.220274641445563,66.54078870521175,66.54082870521175,4.0
58,51851,7.237369074804864,25.80764155477228,25.80765155477228,1.0
58,72989,7.237369074804864,25.689858519115894,25.689868519115894,1.0
58,591,7.237369074804864,7.237369074804864,7.237379074804863,1.0
58,03819,7.237369074804864,29.26042922288208,29.26045922288208,3.0
58,30393,7.237369074804864,31.339087679165594,31.339107679165593,2.0
58,99932,7.237369074804864,31.75749613060439,31.75751613060439,2.0
58,70715,7.237369074804864,59.55577396260068,59.555783962600685,1.0
57,8052,7.254760817516733,23.953231120582558,23.953241120582557,1.0
57,28419,7.254760817516733,24.685599014295786,24.685609014295785,1.0
57,25002,7.254760817516733,30.3050929638568,30.3051129638568,2.0
57,3441,7.254760817516733,17.166278541748127,17.166288541748127,1.0
57,99831,7.254760817516733,23.358145153198826,23.358155153198826,1.0
57,44023,7.254760817516733,49.775376746409506,49.77540674640951,3.0
57,59970,7.254760817516733,23.42066551018016,23.42068551018016,2.0
56,53240,7.272460394616133,17.87712529940747,17.87713529940747,1.0
56,56722,7.272460394616133,30.426981410317136,30.427001410317136,2.0
56,51902,7.272460394616133,25.916840846737273,25.916850846737272,1.0
56,3962,7.272460394616133,33.30880278576749,33.30881278576749,1.0
56,25050,7.272460394616133,32.658753795107245,32.65876379510725,1.0
55,51883,7.290478900118812,30.66249862275486,30.662548622754862,5.0
55,99832,7.290478900118812,23.358145153198826,23.358165153198826,2.0
55,41189,7.290478900118812,7.290478900118812,7.290488900118811,1.0
55,41402,7.290478900118812,38.30439699653636,38.304426996536364,3.0
55,5728,7.290478900118812,36.065390065882085,36.06543006588208,4.0
55,9961,7.290478900118812,16.50884944379026,16.50885944379026,1.0
54,99666,7.308828038787008,66.54078870521175,66.54083870521175,5.0
54,5854,7.308828038787008,41.11469155372401,41.114731553724006,4.0
54,27650,7.308828038787008,18.798037399020696,18.798067399020695,3.0
54,4580,7.308828038787008,31.206243140901798,31.206273140901796,3.0
54,1550,7.308828038787008,25.810107647267472,25.81011764726747,1.0
53,71690,7.327520171799161,97.01686967404947,97.01687967404948,1.0
53,70707,7.327520171799161,76.06805254672032,76.06808254672032,3.0
53,7291,7.327520171799161,35.42794281946887,35.42795281946887,1.0
53,9092,7.327520171799161,61.17752326894032,61.17753326894032,1.0
52,9972,7.346568366769856,19.609881487250895,19.609911487250894,3.0
52,4820,7.346568366769856,29.385846839845602,29.3858768398456,3.0
52,0388,7.346568366769856,33.1429254417627,33.1429554417627,3.0
52,24900,7.346568366769856,17.951233271561193,17.951243271561193,1.0
52,9694,7.346568366769856,55.35302704687966,55.35303704687966,1.0
52,99739,7.346568366769856,23.371309575132834,23.371329575132833,2.0
51,4412,7.365986452626957,52.01206974559486,52.01208974559486,2.0
51,53085,7.365986452626957,50.28388308038441,50.28390308038441,2.0
51,452,7.365986452626957,7.365986452626957,7.365996452626956,1.0
51,53789,7.365986452626957,45.87512619658227,45.875136196582275,1.0
50,2518,7.3857890799231365,57.94792348070914,57.947933480709146,1.0
50,0383,7.3857890799231365,33.1429254417627,33.1429654417627,4.0
50,2752,7.3857890799231365,24.2776307759695,24.277650775969498,2.0
50,5939,7.3857890799231365,42.759107757153785,42.75911775715379,1.0
49,82009,7.405991787240656,26.600418576281065,26.600428576281065,1.0
49,4139,7.405991787240656,18.703803872591937,18.703813872591937,1.0
49,30390,7.405991787240656,31.339087679165594,31.339117679165593,3.0
49,3314,7.405991787240656,43.544723841863174,43.54474384186317,2.0
48,23871,7.426611074443392,55.950125928069816,55.95013592806982,1.0
48,30401,7.426611074443392,24.733968214451423,24.733978214451422,1.0
48,8730,7.426611074443392,26.977712807422535,26.977722807422534,1.0
48,23875,7.426611074443392,55.950125928069816,55.950145928069816,2.0
47,85202,7.4476644836412245,52.859517596706596,52.859537596706595,2.0
47,6961,7.4476644836412245,38.776151382233536,38.77616138223354,1.0
47,5609,7.4476644836412245,21.962432234702803,21.962452234702802,2.0
46,59654,7.469170688862188,28.678500498444865,28.678510498444865,1.0
46,41511,7.469170688862188,32.85183432130272,32.85185432130272,2.0
46,3079,7.469170688862188,17.38068841309358,17.38069841309358,1.0
46,9341,7.469170688862188,33.216477434890635,33.21648743489064,1.0
46,3899,7.469170688862188,27.579888209776755,27.579898209776754,1.0
45,4242,7.491149595580963,18.43470394090698,18.43473394090698,3.0
45,72992,7.491149595580963,30.086773766283528,30.086783766283528,1.0
45,4940,7.491149595580963,16.591737103596028,16.591747103596028,1.0
45,261,7.491149595580963,16.080911479830036,16.080921479830035,1.0
45,0416,7.491149595580963,50.51162211686916,50.511652116869165,3.0
44,53019,7.513622451433021,25.5040764361475,25.5040864361475,1.0
44,2113,7.513622451433021,67.46848078303526,67.46849078303526,1.0
44,42820,7.513622451433021,25.801870846498865,25.801910846498863,4.0
44,28749,7.513622451433021,7.513622451433021,7.513632451433021,1.0
44,920,7.513622451433021,7.513622451433021,7.513632451433021,1.0
44,7210,7.513622451433021,54.75360267789732,54.75361267789732,1.0
43,4263,7.536611969657721,64.9476211158385,64.94764111583851,2.0
43,73028,7.536611969657721,57.317588312561064,57.31759831256107,1.0
43,56211,7.536611969657721,30.653595066039664,30.653625066039663,3.0
43,33394,7.536611969657721,36.93023855538131,36.93024855538131,1.0
43,5363,7.536611969657721,26.037891578138186,26.037901578138186,1.0
42,45381,7.560142467067915,73.08922778206905,73.08923778206905,1.0
42,34889,7.560142467067915,7.560142467067915,7.5601524670679146,1.0
42,48283,7.560142467067915,47.899360544553424,47.89937054455343,1.0
42,40301,7.560142467067915,16.912044403363886,16.912054403363886,1.0
42,8208,7.560142467067915,7.560142467067915,7.5601524670679146,1.0
42,70723,7.560142467067915,45.24023717879555,45.24025717879555,2.0
42,5771,7.560142467067915,38.81012904520321,38.81014904520321,2.0
41,45182,7.584240018646975,48.34467156120879,48.344681561208795,1.0
41,70709,7.584240018646975,76.06805254672032,76.06809254672032,4.0
41,7295,7.584240018646975,35.42794281946887,35.42796281946887,2.0
41,45821,7.584240018646975,12.706184833892497,12.706204833892496,2.0
41,36250,7.584240018646975,18.882052103998255,18.882062103998255,1.0
41,5711,7.584240018646975,54.994250000668124,54.99428000066813,3.0
41,30981,7.584240018646975,18.882052103998255,18.882062103998255,1.0
40,85301,7.608932631237346,58.067307797732504,58.06731779773251,1.0
40,2662,7.608932631237346,18.906744716588626,18.906754716588626,1.0
40,1570,7.608932631237346,48.01268922986043,48.01269922986043,1.0
40,56981,7.608932631237346,61.058647722983196,61.058667722983195,2.0
40,29420,7.608932631237346,17.80813242792052,17.80814242792052,1.0
40,2738,7.608932631237346,46.60577558153781,46.605785581537816,1.0
40,185,7.608932631237346,18.906744716588626,18.906754716588626,1.0
40,70714,7.608932631237346,59.55577396260068,59.55579396260068,2.0
40,1173,7.608932631237346,33.4339659287215,33.4339759287215,1.0
40,5718,7.608932631237346,54.994250000668124,54.99429000066812,4.0
39,4233,7.634250439221637,51.82080140281109,51.82082140281109,2.0
39,7455,7.634250439221637,18.93206252457292,18.93207252457292,1.0
39,0785,7.634250439221637,7.634250439221637,7.634260439221636,1.0
39,11289,7.634250439221637,26.540995155810265,26.541005155810264,1.0
39,725,7.634250439221637,7.634250439221637,7.634260439221636,1.0
39,43330,7.634250439221637,18.238915344012973,18.238925344012973,1.0
39,28981,7.634250439221637,45.769323496526354,45.76933349652636,1.0
39,340,7.634250439221637,7.634250439221637,7.634260439221636,1.0
38,4142,7.660225925624897,14.154016966242924,14.154036966242924,2.0
38,5109,7.660225925624897,15.962305737422188,15.962315737422188,1.0
38,3694,7.660225925624897,39.068755531890744,39.06876553189075,1.0
38,28489,7.660225925624897,7.660225925624897,7.660235925624897,1.0
38,56969,7.660225925624897,38.663290423782584,38.66330042378259,1.0
38,25082,7.660225925624897,30.861717268778346,30.861737268778345,2.0
38,3241,7.660225925624897,17.85942572230807,17.85943572230807,1.0
38,1179,7.660225925624897,33.4339659287215,33.4339859287215,2.0
37,2630,7.686894172707058,31.717821132953336,31.717841132953335,2.0
37,43811,7.686894172707058,37.572997243528434,37.57300724352844,1.0
37,3453,7.686894172707058,7.686894172707058,7.686904172707058,1.0
37,41072,7.686894172707058,12.968549098359986,12.968569098359986,2.0
37,85226,7.686894172707058,48.143510958943196,48.1435409589432,3.0
37,72400,7.686894172707058,46.01120922965031,46.011219229650315,1.0
37,30560,7.686894172707058,37.55497873802576,37.55498873802576,1.0
37,41091,7.686894172707058,27.28678606985563,27.28679606985563,1.0
37,41011,7.686894172707058,18.2915590774984,18.291569077498398,1.0
37,80502,7.686894172707058,69.02996243612459,69.0299724361246,1.0
36,8082,7.714293146895173,26.908719935935583,26.908729935935582,1.0
36,20300,7.714293146895173,29.616770137037793,29.616780137037793,1.0
36,56729,7.714293146895173,30.426981410317136,30.427011410317135,3.0
36,71941,7.714293146895173,76.72321897087757,76.72322897087757,1.0
36,45342,7.714293146895173,23.63409409596289,23.63411409596289,2.0
36,53140,7.714293146895173,7.714293146895173,7.714303146895173,1.0
36,5641,7.714293146895173,50.708316910964086,50.70832691096409,1.0
35,9999,7.742464023861869,27.160034364216486,27.160044364216485,1.0
35,82022,7.742464023861869,23.328679261855797,23.328699261855796,2.0
35,2883,7.742464023861869,60.07264136725861,60.072651367258615,1.0
35,1125,7.742464023861869,56.35589720865624,56.35592720865624,3.0
35,25061,7.742464023861869,29.891910714163544,29.891930714163543,2.0
35,39891,7.742464023861869,17.094365960157837,17.094375960157837,1.0
35,70725,7.742464023861869,45.24023717879555,45.240267178795555,3.0
35,7211,7.742464023861869,54.75360267789732,54.75362267789732,2.0
35,99669,7.742464023861869,66.54078870521175,66.54084870521176,6.0
34,1962,7.771451560735121,74.03142438427905,74.03143438427905,1.0
34,80121,7.771451560735121,44.01632507599854,44.01633507599854,1.0
34,5303,7.771451560735121,65.87698057128782,65.87699057128782,1.0
34,1961,7.771451560735121,74.03142438427905,74.03144438427906,2.0
34,34510,7.771451560735121,17.682969284966514,17.682979284966514,1.0
34,4568,7.771451560735121,26.239941346392598,26.239951346392598,1.0
34,71536,7.771451560735121,38.57384536343066,38.57385536343066,1.0
33,1625,7.801304523884803,60.51275199979024,60.51278199979024,3.0
33,70720,7.801304523884803,45.24023717879555,45.24027717879555,4.0
33,7213,7.801304523884803,54.75360267789732,54.75363267789732,3.0
